"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Hireright Requested","Rehire Submitted","Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact","Security Closed",Upload,Total,
LACED_DR_Student_HiringDriversNow_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_Indeed_CareerHorizon_Intelliapp,4,0,0,9,12,8,2,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,74,
LACED_DR_Student_Indeed_CareerHorizon_SwiftLeadForm,28,3,4,96,94,21,2,22,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40,186,0,0,0,5,0,0,568,
LACED_DR_Student_Jobs2Careers_CareerHorizon_Intelliapp,1,0,0,2,10,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0,0,1,0,0,37,
LACED_DR_Student_Jobs2Careers_CareerHorizon_SwiftLeadForm,8,4,0,14,27,10,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,20,58,0,0,0,1,0,0,173,
LACED_DR_Student_JobsInTrucks_CareerHorizon_Intelliapp,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,9,
LACED_DR_Student_JobsInTrucks_CareerHorizon_SwiftLeadForm,2,0,1,6,5,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,30,
LACED_DR_Student_LinkUp_CareerHorizon_SwiftLeadForm,1,0,0,13,14,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,35,1,0,0,0,0,0,90,
LACED_DR_Student_LinkUp_CareerHorizon_SwiftLeadForm_Intelliapp,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,11,
LACED_DR_Student_Monster_CareerHorizon_Intelliapp,0,0,0,0,5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,21,
LACED_DR_Student_Monster_CareerHorizon_SwiftLeadForm,1,0,0,5,15,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,26,0,0,0,1,0,0,69,
LACED_DR_Student_RandallReilly_CareersInGear_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DR_Student_RandallReilly_mobileBestDriverJobs_CareerHorizon_Intelliapp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_RandallReilly_mobileBigRigJobs_CareerHorizon_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
LACED_DR_Student_RandallReilly_mobileBigTruckDrivingJobs_CareerHorizon_Intelliapp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,
LACED_DR_Student_RandallReilly_mobileBigTruckDrivingJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
LACED_DR_Student_RandallReilly_mobileDriverRecruiting_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_SimplyHired_CareerHorizon_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,
LACED_DR_Student_SimplyHired_CareerHorizon_SwiftLeadForm,2,1,0,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,22,0,0,0,0,0,0,55,
LACED_DR_Student_SnagAJob_CareerHorizon_Intelliapp,2,0,0,6,3,8,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,57,
LACED_DR_Student_SnagAJob_CareerHorizon_SwiftLeadForm,9,0,0,20,25,15,3,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,97,1,0,0,1,0,0,222,
LACED_DR_Student_TopUSAJobs_CareerHorizon_Intelliapp,2,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,15,
LACED_DR_Student_TopUSAJobs_CareerHorizon_SwiftLeadForm,7,2,0,7,18,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,33,0,0,0,0,0,0,82,
LACED_DR_Student_TruckDrivingJobs_CareerHorizon_Intelliapp,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,
LACED_DR_Student_TruckDrivingJobs_CareerHorizon_SwiftLeadForm,0,1,2,4,9,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,62,
LACED_DR_Student_ZipRecruiter_CareerHorizon_Intelliapp,0,0,1,6,5,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,0,0,0,35,
LACED_DR_Student_ZipRecruiter_CareerHorizon_SwiftLeadForm,6,0,1,28,37,6,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,16,58,2,0,0,0,0,0,205,
LACED_DR_Student_ZipRecruiter_Intelliapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_ZipRecruiter_SwiftLeadForm,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,
ntts_48511,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,
pulse_app,0,0,2,1,4,8,8,7,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,7,2,0,0,0,1,0,0,62,
pulse_invite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5,
pulse_sig,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,
sterling,0,0,0,0,5,28,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,3,11,5,0,0,0,0,0,0,0,71,
swifttrans,4,2,17,8,32,53,15,21,7,1,9,14,29,9,0,1,1,0,0,0,0,7,0,3,0,0,0,0,0,6,0,17,85,53,21,1,0,1,1,2,0,420,
Swift_DR_Exp_swifttrans.com_LeadForm,1,0,0,3,1,4,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,12,0,0,0,3,0,0,36,
Swift_DR_RecentGrad_swifttrans.com_LeadForm,0,0,1,9,7,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,1,0,0,50,
Swift_DR_Student_swifttrans.com_LeadForm,12,0,0,31,53,13,1,16,8,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,69,0,0,0,4,0,0,273,
Swift_DR_Veterans_swifttrans.com_LeadForm.com_LeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,
tda,1,0,0,0,5,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,21,
TruckDrivingJobs.com,0,0,0,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,20,
TruckJobSeekers,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,3,0,0,28,
"Grand Totals",362,114,128,1090,1929,785,306,742,310,26,53,101,246,132,10,9,9,2,0,0,0,77,0,41,12,16,0,1,0,16,3,90,1612,1154,3099,61,0,5,73,7,0,12621,

